"datasetID","site","unique","taxa","propTrans","dId_site","elev.point","elev.mean","elev.var","Lon","Lat","optional","meanAbundance"
208,"CF",16057,"Invertebrate",0.692307692,"208_CF",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,120.1666667
208,"DF",16049,"Invertebrate",0.7,"208_DF",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,106.2857143
208,"SF",16050,"Invertebrate",0.5,"208_SF",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,105.8333333
208,"T1",16051,"Invertebrate",0.588235294,"208_T1",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,180.9090909
208,"T2",16053,"Invertebrate",0.375,"208_T2",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,228.6
208,"T3",16048,"Invertebrate",0.647058824,"208_T3",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,185.5555556
208,"T4",16054,"Invertebrate",0.538461538,"208_T4",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,173
208,"T5",16052,"Invertebrate",0.684210526,"208_T5",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,154.7142857
208,"T6",16055,"Invertebrate",0.5625,"208_T6",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,184.8461538
208,"T7",16056,"Invertebrate",0.631578947,"208_T7",269.9398333,265.5189617,460.1945964,1727.740168,-89.43003777,TRUE,186.7272727
213,"e1q1-1",16067,"Plant",0.826086957,"213_e1q1-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,77.78947368
213,"e1q1-2",16059,"Plant",0.814814815,"213_e1q1-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,75.54054054
213,"e1q1-3",16071,"Plant",0.821428571,"213_e1q1-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,71.28205128
213,"e1q1a-1",16085,"Plant",0.821428571,"213_e1q1a-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,76.75
213,"e1q1a-2",16073,"Plant",0.8,"213_e1q1a-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,71.9
213,"e1q1a-3",16074,"Plant",0.868421053,"213_e1q1a-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,84.02564103
213,"e1q2-1",16087,"Plant",0.807692308,"213_e1q2-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,69.10344828
213,"e1q2-2",16092,"Plant",0.888888889,"213_e1q2-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,61.03333333
213,"e1q2-3",16093,"Plant",0.793103448,"213_e1q2-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,68.86666667
213,"e1q2-4",16066,"Plant",0.647058824,"213_e1q2-4",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,69.73333333
213,"e1q2-5",16080,"Plant",0.7,"213_e1q2-5",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,76.86666667
213,"e1q2-6",16070,"Plant",0.84,"213_e1q2-6",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,52.5
213,"e1q2-7",16099,"Plant",0.75,"213_e1q2-7",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,65.10714286
213,"e1q2-8",16108,"Plant",0.8,"213_e1q2-8",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,53.96666667
213,"e1q3-1",16095,"Plant",0.736842105,"213_e1q3-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,59.7
213,"e1q3-2",16100,"Plant",0.814814815,"213_e1q3-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,54.20512821
213,"e1q3-3",16105,"Plant",0.793103448,"213_e1q3-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,69.6
213,"e1q3a-1",16103,"Plant",0.722222222,"213_e1q3a-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,49.66666667
213,"e1q3a-2",16081,"Plant",0.631578947,"213_e1q3a-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,63.81081081
213,"e1q3a-3",16068,"Plant",0.681818182,"213_e1q3a-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,62.42105263
213,"e1q4-1",16082,"Plant",0.62,"213_e1q4-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,109.5263158
213,"e1q4-2",16097,"Plant",0.638888889,"213_e1q4-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,76.78947368
213,"e1q4a-1",16094,"Plant",0.681818182,"213_e1q4a-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,78.65789474
213,"e1q4a-2",16104,"Plant",0.644444444,"213_e1q4a-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,89.10526316
213,"e1q5-1",16084,"Plant",0.607142857,"213_e1q5-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,91.69230769
213,"e1q5-2",16107,"Plant",0.722222222,"213_e1q5-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,68.02631579
213,"e1q5-3",16091,"Plant",0.8,"213_e1q5-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,82.69230769
213,"e1q5-4",16096,"Plant",0.75,"213_e1q5-4",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,81.57894737
213,"e2q2-1",16106,"Plant",0.8,"213_e2q2-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,69.54054054
213,"e2q2-2",16098,"Plant",0.709677419,"213_e2q2-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,99.02631579
213,"e2q2-3",16083,"Plant",0.688888889,"213_e2q2-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,93.13157895
213,"e2q2-4",16086,"Plant",0.702702703,"213_e2q2-4",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,104.15
213,"e2q3-1",16101,"Plant",0.75,"213_e2q3-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,91.12820513
213,"e2q3-2",16088,"Plant",0.7,"213_e2q3-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,85.48717949
213,"e2q3a-1",16090,"Plant",0.741935484,"213_e2q3a-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,73.875
213,"e2q3a-2",16089,"Plant",0.730769231,"213_e2q3a-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,96.575
213,"e2qa-1",16102,"Plant",0.789473684,"213_e2qa-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,117.2631579
213,"e2qa-2",16078,"Plant",0.727272727,"213_e2qa-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,99.91666667
213,"e2qa-3",16079,"Plant",0.821428571,"213_e2qa-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,88.48648649
213,"e2qa-4",16069,"Plant",0.862068966,"213_e2qa-4",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,107.2727273
213,"e2qa-5",16060,"Plant",0.777777778,"213_e2qa-5",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,79.48484848
213,"e2qo-1",16063,"Plant",0.517241379,"213_e2qo-1",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,83.5
213,"e2qo-10",16065,"Plant",0.714285714,"213_e2qo-10",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,92.47368421
213,"e2qo-2",16062,"Plant",0.615384615,"213_e2qo-2",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,79.76190476
213,"e2qo-3",16072,"Plant",0.814814815,"213_e2qo-3",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,94.39473684
213,"e2qo-4",16058,"Plant",0.714285714,"213_e2qo-4",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,85.08571429
213,"e2qo-5",16061,"Plant",0.6875,"213_e2qo-5",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,90.78125
213,"e2qo-6",16064,"Plant",0.647058824,"213_e2qo-6",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,85.11428571
213,"e2qo-7",16075,"Plant",0.88,"213_e2qo-7",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,92.78947368
213,"e2qo-8",16076,"Plant",0.826086957,"213_e2qo-8",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,111.3243243
213,"e2qo-9",16077,"Plant",0.818181818,"213_e2qo-9",623.8029559,623.2834333,1877.644331,640.5574359,-686.0341298,TRUE,75.28571429
221,"1",16126,"Plant",0.442622951,"221_1",1313.526395,1505.325075,81313.2691,-228.8225954,-1469.668145,TRUE,1234.357143
