datasetID,site,spRich,nTime,meanAbundance,scale,taxa,area,Raw_spatial_grain,Raw_spatial_grain_unit
208,maxgrain_3_T7_1,14,23,13.91304348,4,Invertebrate,1,1,m2
208,maxgrain_3_T7_2,14,22,14.40909091,4,Invertebrate,1,1,m2
208,maxgrain_3_T7_3,15,21,14.52380952,4,Invertebrate,1,1,m2
208,maxgrain_3_T7_4,14,21,12.71428571,4,Invertebrate,1,1,m2
208,maxgrain_3_T7_5,15,20,13,4,Invertebrate,1,1,m2
208,maxgrain_4_T1_1,11,18,15.55555556,4,Invertebrate,1,1,m2
208,maxgrain_4_T1_2,13,16,16.1875,4,Invertebrate,1,1,m2
208,maxgrain_4_T1_3,12,19,10.63157895,4,Invertebrate,1,1,m2
208,maxgrain_4_T1_4,11,14,17.42857143,4,Invertebrate,1,1,m2
208,maxgrain_4_T1_5,12,14,13.42857143,4,Invertebrate,1,1,m2
208,maxgrain_4_T2_1,14,14,15.78571429,4,Invertebrate,1,1,m2
208,maxgrain_4_T2_2,11,12,17.66666667,4,Invertebrate,1,1,m2
208,maxgrain_4_T2_3,13,14,15.42857143,4,Invertebrate,1,1,m2
208,maxgrain_4_T2_4,11,15,14.33333333,4,Invertebrate,1,1,m2
208,maxgrain_4_T2_5,12,16,15.125,4,Invertebrate,1,1,m2
208,maxgrain_4_T3_1,12,11,19.27272727,4,Invertebrate,1,1,m2
208,maxgrain_4_T3_2,12,14,15.71428571,4,Invertebrate,1,1,m2
208,maxgrain_4_T3_3,10,12,14.58333333,4,Invertebrate,1,1,m2
208,maxgrain_4_T3_4,11,15,17.66666667,4,Invertebrate,1,1,m2
208,maxgrain_4_T3_5,9,14,17.35714286,4,Invertebrate,1,1,m2
208,maxgrain_4_T4_1,13,12,15.83333333,4,Invertebrate,1,1,m2
208,maxgrain_4_T4_2,13,14,16.21428571,4,Invertebrate,1,1,m2
208,maxgrain_4_T4_3,16,15,15.6,4,Invertebrate,1,1,m2
208,maxgrain_4_T4_4,12,13,16.30769231,4,Invertebrate,1,1,m2
208,maxgrain_4_T4_5,15,13,18.07692308,4,Invertebrate,1,1,m2
208,maxgrain_4_T5_1,16,15,11.46666667,4,Invertebrate,1,1,m2
208,maxgrain_4_T5_2,14,18,10.5,4,Invertebrate,1,1,m2
208,maxgrain_4_T5_3,12,16,9.25,4,Invertebrate,1,1,m2
208,maxgrain_4_T5_4,14,18,10.38888889,4,Invertebrate,1,1,m2
208,maxgrain_4_T5_5,14,16,11.625,4,Invertebrate,1,1,m2
208,maxgrain_4_T6_1,10,12,15.91666667,4,Invertebrate,1,1,m2
208,maxgrain_4_T6_2,12,16,15.6875,4,Invertebrate,1,1,m2
208,maxgrain_4_T6_3,11,17,17.41176471,4,Invertebrate,1,1,m2
208,maxgrain_4_T6_4,12,15,16.66666667,4,Invertebrate,1,1,m2
208,maxgrain_4_T6_5,12,14,15.07142857,4,Invertebrate,1,1,m2
208,maxgrain_4_T7_1,15,23,12.26086957,4,Invertebrate,1,1,m2
208,maxgrain_4_T7_2,15,23,11.73913043,4,Invertebrate,1,1,m2
208,maxgrain_4_T7_3,14,21,10.57142857,4,Invertebrate,1,1,m2
208,maxgrain_4_T7_4,13,20,13,4,Invertebrate,1,1,m2
208,maxgrain_4_T7_5,16,19,13.15789474,4,Invertebrate,1,1,m2
208,maxgrain_5_T1_1,13,17,14.41176471,4,Invertebrate,1,1,m2
208,maxgrain_5_T1_2,13,19,13.31578947,4,Invertebrate,1,1,m2
208,maxgrain_5_T1_3,11,12,15,4,Invertebrate,1,1,m2
208,maxgrain_5_T1_4,13,13,16,4,Invertebrate,1,1,m2
208,maxgrain_5_T1_5,11,15,17.66666667,4,Invertebrate,1,1,m2
208,maxgrain_5_T2_1,12,15,13.13333333,4,Invertebrate,1,1,m2
208,maxgrain_5_T2_2,13,16,15.1875,4,Invertebrate,1,1,m2
208,maxgrain_5_T2_3,11,13,16.69230769,4,Invertebrate,1,1,m2
208,maxgrain_5_T2_4,10,15,15.4,4,Invertebrate,1,1,m2
208,maxgrain_5_T2_5,11,14,15.85714286,4,Invertebrate,1,1,m2
208,maxgrain_5_T3_1,9,13,14.23076923,4,Invertebrate,1,1,m2
208,maxgrain_5_T3_2,14,13,16.76923077,4,Invertebrate,1,1,m2
208,maxgrain_5_T3_3,14,10,15.4,4,Invertebrate,1,1,m2
208,maxgrain_5_T3_4,13,12,17.08333333,4,Invertebrate,1,1,m2
208,maxgrain_5_T3_5,9,11,16,4,Invertebrate,1,1,m2
208,maxgrain_5_T4_1,13,12,14.83333333,4,Invertebrate,1,1,m2
208,maxgrain_5_T4_2,12,10,15.4,4,Invertebrate,1,1,m2
208,maxgrain_5_T4_3,13,11,14.45454545,4,Invertebrate,1,1,m2
208,maxgrain_5_T4_4,10,8,15,4,Invertebrate,1,1,m2
208,maxgrain_5_T4_5,11,8,15.5,4,Invertebrate,1,1,m2
208,maxgrain_5_T5_1,11,16,8.8125,4,Invertebrate,1,1,m2
208,maxgrain_5_T5_2,14,19,11.15789474,4,Invertebrate,1,1,m2
208,maxgrain_5_T5_3,15,19,10.63157895,4,Invertebrate,1,1,m2
208,maxgrain_5_T5_4,13,14,12.28571429,4,Invertebrate,1,1,m2
208,maxgrain_5_T5_5,11,15,11.73333333,4,Invertebrate,1,1,m2
208,maxgrain_5_T6_1,11,13,18.61538462,4,Invertebrate,1,1,m2
208,maxgrain_5_T6_2,9,14,15.14285714,4,Invertebrate,1,1,m2
208,maxgrain_5_T6_3,12,15,19.73333333,4,Invertebrate,1,1,m2
208,maxgrain_5_T6_4,11,15,13.2,4,Invertebrate,1,1,m2
208,maxgrain_5_T6_5,11,14,16.57142857,4,Invertebrate,1,1,m2
208,maxgrain_5_T7_1,16,21,14.71428571,4,Invertebrate,1,1,m2
208,maxgrain_5_T7_2,15,21,14.9047619,4,Invertebrate,1,1,m2
208,maxgrain_5_T7_3,14,22,13,4,Invertebrate,1,1,m2
208,maxgrain_5_T7_4,16,22,13.22727273,4,Invertebrate,1,1,m2
208,maxgrain_5_T7_5,15,20,13,4,Invertebrate,1,1,m2
208,maxgrain_6_T1_1,11,16,11.0625,4,Invertebrate,1,1,m2
208,maxgrain_6_T1_2,13,19,13.15789474,4,Invertebrate,1,1,m2
208,maxgrain_6_T1_3,13,15,14.26666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T1_4,12,17,12.52941176,4,Invertebrate,1,1,m2
208,maxgrain_6_T1_5,13,16,12.4375,4,Invertebrate,1,1,m2
208,maxgrain_6_T2_1,11,17,16.70588235,4,Invertebrate,1,1,m2
208,maxgrain_6_T2_2,11,15,17.93333333,4,Invertebrate,1,1,m2
208,maxgrain_6_T2_3,12,17,16.17647059,4,Invertebrate,1,1,m2
208,maxgrain_6_T2_4,11,16,15.875,4,Invertebrate,1,1,m2
208,maxgrain_6_T2_5,11,13,18.53846154,4,Invertebrate,1,1,m2
208,maxgrain_6_T3_1,12,12,14.16666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T3_2,13,12,19.16666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T3_3,12,10,18.6,4,Invertebrate,1,1,m2
208,maxgrain_6_T3_4,12,14,14.35714286,4,Invertebrate,1,1,m2
208,maxgrain_6_T3_5,10,12,14.25,4,Invertebrate,1,1,m2
208,maxgrain_6_T4_1,12,12,15.66666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T4_2,12,11,13.90909091,4,Invertebrate,1,1,m2
208,maxgrain_6_T4_3,12,12,15.66666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T4_4,10,11,11.09090909,4,Invertebrate,1,1,m2
208,maxgrain_6_T4_5,12,12,12.33333333,4,Invertebrate,1,1,m2
208,maxgrain_6_T5_1,11,16,11.25,4,Invertebrate,1,1,m2
208,maxgrain_6_T5_2,11,16,9.875,4,Invertebrate,1,1,m2
208,maxgrain_6_T5_3,11,11,9.727272727,4,Invertebrate,1,1,m2
208,maxgrain_6_T5_4,12,14,10.57142857,4,Invertebrate,1,1,m2
208,maxgrain_6_T5_5,13,17,10.64705882,4,Invertebrate,1,1,m2
208,maxgrain_6_T6_1,10,10,12.6,4,Invertebrate,1,1,m2
208,maxgrain_6_T6_2,14,16,11.875,4,Invertebrate,1,1,m2
208,maxgrain_6_T6_3,10,12,16.16666667,4,Invertebrate,1,1,m2
208,maxgrain_6_T6_4,9,13,16.30769231,4,Invertebrate,1,1,m2
208,maxgrain_6_T6_5,9,12,14.33333333,4,Invertebrate,1,1,m2
208,maxgrain_6_T7_1,12,21,12.33333333,4,Invertebrate,1,1,m2
208,maxgrain_6_T7_2,15,22,11.68181818,4,Invertebrate,1,1,m2
208,maxgrain_6_T7_3,13,22,10.90909091,4,Invertebrate,1,1,m2
208,maxgrain_6_T7_4,13,17,10.17647059,4,Invertebrate,1,1,m2
208,maxgrain_6_T7_5,14,20,13.35,4,Invertebrate,1,1,m2
210,1,135,23,38367.31956,1,Plant,162,16,m2
210,1_A,91,23,9992.285526,2,Plant,54,16,m2
210,1_B,93,24,11832.15837,2,Plant,54,16,m2
210,1_C,110,30,15492.55743,2,Plant,54,16,m2
210,1_A_1,34,24,120.9174292,3,Plant,16,16,m2
210,1_A_10,33,24,156.5987083,3,Plant,16,16,m2
210,1_A_11,17,24,267.0017958,3,Plant,16,16,m2
210,1_A_12,38,24,146.6417792,3,Plant,16,16,m2
210,1_A_13,31,23,178.5039261,3,Plant,16,16,m2
210,1_A_14,22,24,222.3780417,3,Plant,16,16,m2
210,1_A_15,33,24,154.6409708,3,Plant,16,16,m2
210,1_A_16,38,24,131.3031667,3,Plant,16,16,m2
210,1_A_17,20,24,240.4309042,3,Plant,16,16,m2
210,1_A_18,23,24,268.5879083,3,Plant,16,16,m2
210,1_A_19,27,24,176.8686833,3,Plant,16,16,m2
210,1_A_2,37,24,140.8768333,3,Plant,16,16,m2
210,1_A_20,32,24,115.5515667,3,Plant,16,16,m2
210,1_A_21,22,24,193.9904708,3,Plant,16,16,m2
210,1_A_22,36,24,130.5271125,3,Plant,16,16,m2
210,1_A_23,29,24,183.8490125,3,Plant,16,16,m2
210,1_A_24,31,24,175.2072917,3,Plant,16,16,m2
210,1_A_25,23,24,241.6417375,3,Plant,16,16,m2
210,1_A_26,26,24,148.0141958,3,Plant,16,16,m2
210,1_A_27,28,24,152.7268917,3,Plant,16,16,m2
210,1_A_28,29,24,206.9394708,3,Plant,16,16,m2
210,1_A_29,33,24,174.8107083,3,Plant,16,16,m2
210,1_A_3,33,24,160.0048333,3,Plant,16,16,m2
