"","dataset","site","sp","prop.yrs"
"1404",244,"d244_5","9012",0.0344827586206897
"1405",244,"d244_10","2002",0.769230769230769
"1406",244,"d244_10","2002.5",0.846153846153846
"1407",244,"d244_10","2012",0.538461538461538
"1408",244,"d244_10","2013",0.615384615384615
"1409",244,"d244_10","2014",0.692307692307692
"1410",244,"d244_10","5002",1
"1411",244,"d244_10","6002",0.576923076923077
"1412",244,"d244_10","6006",1
"1413",244,"d244_10","6008",1
"1414",244,"d244_10","9003",0.423076923076923
"1415",244,"d244_10","9006",1
"1416",244,"d244_10","9007",1
"1417",244,"d244_10","9009",0.961538461538462
"1418",244,"d244_10","11001",0.846153846153846
"1419",244,"d244_10","11002",0.807692307692308
"1420",244,"d244_10","11005",1
"1421",244,"d244_10","11006",1
"1422",244,"d244_10","11007",0.769230769230769
"1423",244,"d244_10","14026",1
"1424",244,"d244_10","14027",0.538461538461538
"1425",244,"d244_10","6007",0.961538461538462
"1426",244,"d244_10","9010",0.923076923076923
"1427",244,"d244_10","12002",0.0384615384615385
"1428",244,"d244_10","9002",0.115384615384615
"1429",244,"d244_10","9011",0.269230769230769
"1430",244,"d244_10","14025",0.0384615384615385
"1431",244,"d244_10","8001",0.346153846153846
"1432",244,"d244_10","9005",0.384615384615385
"1433",244,"d244_10","11003",0.653846153846154
"1434",244,"d244_10","11004",0.769230769230769
"1435",244,"d244_10","11009",0.230769230769231
"1436",244,"d244_10","9008",0.115384615384615
"1437",244,"d244_10","9014",0.0769230769230769
"1438",244,"d244_16","2002",0.538461538461538
"1439",244,"d244_16","2002.5",0.461538461538462
"1440",244,"d244_16","2014",0.0769230769230769
"1441",244,"d244_16","5002",0.5
"1442",244,"d244_16","8001",0.730769230769231
"1443",244,"d244_16","9002",0.0384615384615385
"1444",244,"d244_16","9003",0.461538461538462
"1445",244,"d244_16","9004",0.115384615384615
"1446",244,"d244_16","9005",0.461538461538462
"1447",244,"d244_16","9007",0.961538461538462
"1448",244,"d244_16","9009",0.884615384615385
"1449",244,"d244_16","9010",0.807692307692308
"1450",244,"d244_16","9011",0.923076923076923
"1451",244,"d244_16","11002",0.846153846153846
"1452",244,"d244_16","11004",0.346153846153846
"1453",244,"d244_16","11005",1
"1454",244,"d244_16","11006",1
"1455",244,"d244_16","11007",1
"1456",244,"d244_16","14027",0.961538461538462
"1457",244,"d244_16","6002",0.0384615384615385
"1458",244,"d244_16","14026",0.615384615384615
"1459",244,"d244_16","6006",0.0384615384615385
"1460",244,"d244_16","6008",0.269230769230769
"1461",244,"d244_16","9006",0.269230769230769
"1462",244,"d244_16","2012",0.0769230769230769
"1463",244,"d244_16","11001",0.5
"1464",244,"d244_16","11009",0.346153846153846
"1465",244,"d244_16","14025",0.0384615384615385
"1466",244,"d244_16","11003",0.0769230769230769
"1467",244,"d244_16","9014",0.192307692307692
"1468",244,"d244_16","6007",0.0384615384615385
"1469",244,"d244_21","2002.5",0.818181818181818
"1470",244,"d244_21","2012",1
"1471",244,"d244_21","2013",1
"1472",244,"d244_21","5002",1
"1473",244,"d244_21","6002",1
"1474",244,"d244_21","9002",1
"1475",244,"d244_21","9007",0.181818181818182
"1476",244,"d244_21","9008",0.727272727272727
"1477",244,"d244_21","9009",1
"1478",244,"d244_21","9010",0.909090909090909
"1479",244,"d244_21","11001",1
"1480",244,"d244_21","11002",1
"1481",244,"d244_21","11003",1
"1482",244,"d244_21","11005",1
"1483",244,"d244_21","11006",0.909090909090909
"1484",244,"d244_21","12002",0.727272727272727
"1485",244,"d244_21","2002",0.909090909090909
"1486",244,"d244_21","14026",0.545454545454545
"1487",244,"d244_21","2014",0.0909090909090909
"1488",244,"d244_21","9006",0.818181818181818
"1489",244,"d244_21","11007",0.818181818181818
"1490",244,"d244_21","9005",0.181818181818182
"1491",244,"d244_22","2002",1
"1492",244,"d244_22","2002.5",1
"1493",244,"d244_22","2012",1
"1494",244,"d244_22","2013",1
"1495",244,"d244_22","5002",1
"1496",244,"d244_22","6002",1
"1497",244,"d244_22","9002",0.857142857142857
"1498",244,"d244_22","9006",1
"1499",244,"d244_22","9009",1
"1500",244,"d244_22","9010",1
"1501",244,"d244_22","11001",1
"1502",244,"d244_22","11002",1
"1503",244,"d244_22","11003",1
"1504",244,"d244_22","11005",1
"1505",244,"d244_22","11006",1
"1506",244,"d244_22","11007",1
"1507",244,"d244_22","12002",1
"1508",244,"d244_22","9005",0.857142857142857
"1509",244,"d244_22","2014",0.285714285714286
"1510",244,"d244_22","9008",0.142857142857143
"1511",244,"d244_22","9011",0.142857142857143
"1512",244,"d244_22","14026",0.571428571428571
"1513",244,"d244_23","2002",0.714285714285714
"1514",244,"d244_23","2002.5",0.857142857142857
"1515",244,"d244_23","2013",0.857142857142857
"1516",244,"d244_23","5002",1
"1517",244,"d244_23","6002",1
"1518",244,"d244_23","6006",0.428571428571429
"1519",244,"d244_23","9002",0.285714285714286
"1520",244,"d244_23","9005",1
"1521",244,"d244_23","9006",0.714285714285714
"1522",244,"d244_23","9009",1
"1523",244,"d244_23","9010",1
"1524",244,"d244_23","11001",1
"1525",244,"d244_23","11002",1
"1526",244,"d244_23","11003",1
"1527",244,"d244_23","11005",1
"1528",244,"d244_23","11006",1
"1529",244,"d244_23","11007",1
"1530",244,"d244_23","12002",0.857142857142857
"1531",244,"d244_23","14026",0.857142857142857
"1532",244,"d244_23","2012",0.571428571428571
"1533",244,"d244_23","9007",0.285714285714286
"1534",244,"d244_23","8001",0.285714285714286
"1535",244,"d244_24","2002",1
"1536",244,"d244_24","2002.5",0.857142857142857
"1537",244,"d244_24","2013",1
"1538",244,"d244_24","5002",1
"1539",244,"d244_24","6002",1
"1540",244,"d244_24","9002",1
"1541",244,"d244_24","9005",0.857142857142857
"1542",244,"d244_24","9009",1
"1543",244,"d244_24","9010",1
"1544",244,"d244_24","11001",1
"1545",244,"d244_24","11002",1
"1546",244,"d244_24","11003",1
"1547",244,"d244_24","11005",1
"1548",244,"d244_24","12002",1
"1549",244,"d244_24","14026",0.857142857142857
"1550",244,"d244_24","2014",0.285714285714286
"1551",244,"d244_24","11006",0.857142857142857
"1552",244,"d244_24","11007",0.857142857142857
"1553",244,"d244_24","2012",0.285714285714286
"1554",244,"d244_24","9011",0.142857142857143
"1555",244,"d244_25","2002",1
"1556",244,"d244_25","2002.5",1
"1557",244,"d244_25","2013",1
"1558",244,"d244_25","2014",1
"1559",244,"d244_25","5002",1
"1560",244,"d244_25","6002",1
"1561",244,"d244_25","9002",1
"1562",244,"d244_25","9006",1
"1563",244,"d244_25","9009",0.857142857142857
"1564",244,"d244_25","9010",0.857142857142857
"1565",244,"d244_25","9011",0.428571428571429
"1566",244,"d244_25","11001",1
"1567",244,"d244_25","11003",1
"1568",244,"d244_25","12002",1
"1569",244,"d244_25","14026",0.857142857142857
"1570",244,"d244_25","9005",0.857142857142857
"1571",244,"d244_25","9007",0.142857142857143
"1572",244,"d244_25","11002",0.571428571428571
"1573",244,"d244_25","11005",0.857142857142857
"1574",244,"d244_25","11006",0.714285714285714
"1575",244,"d244_25","11007",0.571428571428571
"1576",244,"d244_25","2012",0.285714285714286
"1577",244,"d244_31","2002",0.571428571428571
"1578",244,"d244_31","2002.5",0.714285714285714
"1579",244,"d244_31","2012",0.857142857142857
"1580",244,"d244_31","5002",0.571428571428571
"1581",244,"d244_31","6006",1
"1582",244,"d244_31","6007",1
"1583",244,"d244_31","6008",1
"1584",244,"d244_31","8001",1
"1585",244,"d244_31","9006",1
"1586",244,"d244_31","9007",1
"1587",244,"d244_31","9009",1
"1588",244,"d244_31","9010",1
"1589",244,"d244_31","9011",0.857142857142857
"1590",244,"d244_31","11001",1
"1591",244,"d244_31","11002",0.857142857142857
"1592",244,"d244_31","11005",1
"1593",244,"d244_31","11006",1
"1594",244,"d244_31","11007",1
"1595",244,"d244_31","11009",1
"1596",244,"d244_31","14026",1
"1597",244,"d244_31","14027",1
"1598",244,"d244_31","9005",0.714285714285714
"1599",244,"d244_31","9014",0.714285714285714
"1600",244,"d244_31","11004",0.857142857142857
"1601",244,"d244_31","14025",0.714285714285714
"1602",244,"d244_31","2014",0.285714285714286
"1603",244,"d244_31","9008",0.142857142857143
"1604",244,"d244_31","2016.5",0.142857142857143
"1605",244,"d244_34","2002",0.142857142857143
"1606",244,"d244_34","2002.5",0.571428571428571
"1607",244,"d244_34","2012",0.285714285714286
"1608",244,"d244_34","2014",0.142857142857143
"1609",244,"d244_34","5002",1
"1610",244,"d244_34","6006",1
"1611",244,"d244_34","6007",1
"1612",244,"d244_34","6008",1
"1613",244,"d244_34","9005",0.857142857142857
"1614",244,"d244_34","9006",0.857142857142857
"1615",244,"d244_34","9007",0.857142857142857
"1616",244,"d244_34","9009",1
"1617",244,"d244_34","9010",1
"1618",244,"d244_34","11001",1
"1619",244,"d244_34","11005",1
"1620",244,"d244_34","11006",1
"1621",244,"d244_34","11007",1
"1622",244,"d244_34","11009",1
"1623",244,"d244_34","14026",1
"1624",244,"d244_34","9011",0.857142857142857
"1625",244,"d244_34","11002",0.714285714285714
"1626",244,"d244_34","11004",0.857142857142857
"1627",244,"d244_34","8001",0.142857142857143
"1628",244,"d244_34","9008",0.142857142857143
"1629",244,"d244_34","9014",0.285714285714286
"1630",244,"d244_34","14027",0.428571428571429
"1631",244,"d244_34","6002",0.142857142857143
"1632",244,"d244_37","2002",1
"1633",244,"d244_37","2002.5",1
"1634",244,"d244_37","2012",1
"1635",244,"d244_37","2014",0.571428571428571
"1636",244,"d244_37","5002",1
"1637",244,"d244_37","6006",1
"1638",244,"d244_37","6007",0.571428571428571
"1639",244,"d244_37","6008",1
"1640",244,"d244_37","8001",0.857142857142857
"1641",244,"d244_37","9005",0.857142857142857
"1642",244,"d244_37","9007",1
"1643",244,"d244_37","9009",1
"1644",244,"d244_37","9010",1
"1645",244,"d244_37","9011",1
"1646",244,"d244_37","11001",0.428571428571429
"1647",244,"d244_37","11002",0.857142857142857
"1648",244,"d244_37","11003",0.142857142857143
"1649",244,"d244_37","11005",1
"1650",244,"d244_37","11006",1
"1651",244,"d244_37","11007",1
"1652",244,"d244_37","11009",1
"1653",244,"d244_37","14026",1
"1654",244,"d244_37","14027",0.571428571428571
"1655",244,"d244_37","2013",0.142857142857143
"1656",244,"d244_37","9014",0.714285714285714
"1657",244,"d244_37","6002",0.142857142857143
"1658",244,"d244_37","11004",0.285714285714286
"1659",244,"d244_37","2016",0.142857142857143
"1660",244,"d244_37","2016.5",0.142857142857143
"1661",244,"d244_26","5002",1
"1662",244,"d244_26","6006",1
"1663",244,"d244_26","6008",1
"1664",244,"d244_26","9005",0.857142857142857
"1665",244,"d244_26","9007",0.571428571428571
"1666",244,"d244_26","9009",1
"1667",244,"d244_26","9010",1
"1668",244,"d244_26","9011",1
"1669",244,"d244_26","11001",1
"1670",244,"d244_26","11003",1
"1671",244,"d244_26","11004",1
"1672",244,"d244_26","11005",1
"1673",244,"d244_26","11006",1
"1674",244,"d244_26","11007",1
"1675",244,"d244_26","11009",0.714285714285714
"1676",244,"d244_26","14026",0.857142857142857
"1677",244,"d244_26","14027",0.857142857142857
"1678",244,"d244_26","6007",0.714285714285714
"1679",244,"d244_26","9006",0.285714285714286
"1680",244,"d244_26","9014",0.714285714285714
"1681",244,"d244_26","11002",0.857142857142857
"1682",244,"d244_26","8001",0.428571428571429
"1683",244,"d244_26","14025",0.285714285714286
"1684",244,"d244_26","2012",0.428571428571429
"1685",244,"d244_26","2002.5",0.285714285714286
"1686",244,"d244_27","5002",1
"1687",244,"d244_27","6006",1
"1688",244,"d244_27","6008",0.857142857142857
"1689",244,"d244_27","9005",0.714285714285714
"1690",244,"d244_27","9006",1
"1691",244,"d244_27","9007",1
"1692",244,"d244_27","9009",1
"1693",244,"d244_27","9010",1
"1694",244,"d244_27","9011",1
"1695",244,"d244_27","11001",1
"1696",244,"d244_27","11002",1
"1697",244,"d244_27","11004",1
"1698",244,"d244_27","11005",1
"1699",244,"d244_27","11006",1
"1700",244,"d244_27","11007",1
"1701",244,"d244_27","11009",0.714285714285714
"1702",244,"d244_27","14026",1
"1703",244,"d244_27","14027",1
"1704",244,"d244_27","9014",0.857142857142857
"1705",244,"d244_27","8001",0.714285714285714
"1706",244,"d244_27","11003",0.285714285714286
"1707",244,"d244_27","14025",0.285714285714286
"1708",244,"d244_27","2002",0.142857142857143
"1709",244,"d244_27","2002.5",0.285714285714286
"1710",244,"d244_27","2012",0.285714285714286
"1711",244,"d244_28","5002",1
"1712",244,"d244_28","6006",1
"1713",244,"d244_28","6008",1
"1714",244,"d244_28","8001",0.857142857142857
"1715",244,"d244_28","9005",0.714285714285714
"1716",244,"d244_28","9006",0.571428571428571
"1717",244,"d244_28","9007",0.857142857142857
"1718",244,"d244_28","9009",1
"1719",244,"d244_28","9010",1
"1720",244,"d244_28","9011",1
"1721",244,"d244_28","11001",1
"1722",244,"d244_28","11004",0.714285714285714
"1723",244,"d244_28","11005",1
"1724",244,"d244_28","11006",1
"1725",244,"d244_28","11007",1
"1726",244,"d244_28","11009",0.857142857142857
"1727",244,"d244_28","14026",1
"1728",244,"d244_28","14027",0.857142857142857
"1729",244,"d244_28","6007",0.428571428571429
"1730",244,"d244_28","11003",0.285714285714286
"1731",244,"d244_28","2012",0.571428571428571
"1732",244,"d244_28","9014",0.428571428571429
"1733",244,"d244_28","11002",0.571428571428571
"1734",244,"d244_28","14025",0.285714285714286
"1735",244,"d244_28","2002",0.285714285714286
"1736",244,"d244_28","2002.5",0.285714285714286
"1737",244,"d244_28","2013",0.285714285714286
"1738",244,"d244_28","2016",0.285714285714286
"1739",244,"d244_28","2016.5",0.285714285714286
"1740",244,"d244_28","2014",0.142857142857143
"1741",244,"d244_29","5002",1
"1742",244,"d244_29","6006",1
"1743",244,"d244_29","8001",0.714285714285714
"1744",244,"d244_29","9005",0.857142857142857
"1745",244,"d244_29","9006",1
"1746",244,"d244_29","9007",1
"1747",244,"d244_29","9009",1
"1748",244,"d244_29","9010",1
"1749",244,"d244_29","9011",0.857142857142857
"1750",244,"d244_29","11001",1
"1751",244,"d244_29","11002",1
"1752",244,"d244_29","11003",0.285714285714286
"1753",244,"d244_29","11005",1
"1754",244,"d244_29","11006",1
"1755",244,"d244_29","11007",1
"1756",244,"d244_29","11009",0.428571428571429
"1757",244,"d244_29","14026",1
"1758",244,"d244_29","14027",0.714285714285714
"1759",244,"d244_29","11004",0.857142857142857
"1760",244,"d244_29","9014",0.714285714285714
"1761",244,"d244_29","14025",0.428571428571429
"1762",244,"d244_29","6008",0.142857142857143
"1763",244,"d244_30","5002",1
"1764",244,"d244_30","6006",1
"1765",244,"d244_30","6008",1
"1766",244,"d244_30","9005",1
"1767",244,"d244_30","9006",1
"1768",244,"d244_30","9007",1
"1769",244,"d244_30","9009",1
"1770",244,"d244_30","9010",1
"1771",244,"d244_30","9011",1
"1772",244,"d244_30","11001",1
"1773",244,"d244_30","11002",1
"1774",244,"d244_30","11004",1
"1775",244,"d244_30","11005",1
"1776",244,"d244_30","11006",1
"1777",244,"d244_30","11007",1
"1778",244,"d244_30","11009",0.857142857142857
"1779",244,"d244_30","14026",1
"1780",244,"d244_30","6007",0.428571428571429
"1781",244,"d244_30","9014",0.142857142857143
"1782",244,"d244_30","14025",0.285714285714286
"1783",244,"d244_30","8001",0.142857142857143
"1784",244,"d244_30","11003",0.285714285714286
"1785",244,"d244_32","5002",1
"1786",244,"d244_32","6006",1
"1787",244,"d244_32","6007",1
"1788",244,"d244_32","6008",1
"1789",244,"d244_32","9005",1
"1790",244,"d244_32","9006",1
"1791",244,"d244_32","9007",1
"1792",244,"d244_32","9009",1
"1793",244,"d244_32","9010",1
"1794",244,"d244_32","9011",1
"1795",244,"d244_32","11001",1
"1796",244,"d244_32","11002",0.571428571428571
"1797",244,"d244_32","11004",1
"1798",244,"d244_32","11005",1
"1799",244,"d244_32","11006",1
"1800",244,"d244_32","11007",1
"1801",244,"d244_32","11009",1
"1802",244,"d244_32","14026",1
"1803",244,"d244_32","14027",0.714285714285714
"1804",244,"d244_32","9014",0.571428571428571
"1805",244,"d244_32","9008",0.142857142857143
"1806",244,"d244_32","8001",0.142857142857143
"1807",244,"d244_32","11003",0.285714285714286
"1808",244,"d244_32","2002.5",0.142857142857143
"1809",244,"d244_32","2012",0.142857142857143
"1810",244,"d244_33","5002",1
"1811",244,"d244_33","6006",1
"1812",244,"d244_33","6007",1
"1813",244,"d244_33","6008",0.857142857142857
"1814",244,"d244_33","8001",1
"1815",244,"d244_33","9005",0.857142857142857
"1816",244,"d244_33","9006",0.714285714285714
"1817",244,"d244_33","9007",0.857142857142857
"1818",244,"d244_33","9009",1
"1819",244,"d244_33","9010",1
"1820",244,"d244_33","11001",1
"1821",244,"d244_33","11002",0.714285714285714
"1822",244,"d244_33","11004",0.428571428571429
"1823",244,"d244_33","11005",1
"1824",244,"d244_33","11006",1
"1825",244,"d244_33","11007",1
"1826",244,"d244_33","11009",1
"1827",244,"d244_33","14026",1
"1828",244,"d244_33","14027",1
"1829",244,"d244_33","9014",0.571428571428571
"1830",244,"d244_33","2002.5",0.428571428571429
"1831",244,"d244_33","14025",0.714285714285714
"1832",244,"d244_33","2002",0.428571428571429
"1833",244,"d244_33","2014",0.142857142857143
"1834",244,"d244_33","9011",0.142857142857143
"1835",244,"d244_35","5002",1
"1836",244,"d244_35","6006",1
"1837",244,"d244_35","6008",1
"1838",244,"d244_35","8001",0.571428571428571
"1839",244,"d244_35","9005",1
"1840",244,"d244_35","9006",0.714285714285714
"1841",244,"d244_35","9007",1
"1842",244,"d244_35","9009",1
"1843",244,"d244_35","9010",1
"1844",244,"d244_35","9011",1
"1845",244,"d244_35","11001",1
"1846",244,"d244_35","11002",1
"1847",244,"d244_35","11003",1
"1848",244,"d244_35","11004",0.857142857142857
"1849",244,"d244_35","11005",1
"1850",244,"d244_35","11006",1
"1851",244,"d244_35","11007",1
"1852",244,"d244_35","11009",1
"1853",244,"d244_35","14026",0.857142857142857
"1854",244,"d244_35","14027",0.571428571428571
"1855",244,"d244_35","6007",0.428571428571429
"1856",244,"d244_35","9008",0.714285714285714
"1857",244,"d244_35","9014",0.857142857142857
"1858",244,"d244_35","2002.5",0.285714285714286
"1859",244,"d244_35","2012",0.285714285714286
"1860",244,"d244_36","5002",1
"1861",244,"d244_36","6006",1
"1862",244,"d244_36","6008",1
"1863",244,"d244_36","9005",0.428571428571429
"1864",244,"d244_36","9007",0.714285714285714
"1865",244,"d244_36","9009",0.857142857142857
"1866",244,"d244_36","9011",1
"1867",244,"d244_36","11001",1
"1868",244,"d244_36","11003",0.142857142857143
"1869",244,"d244_36","11004",0.857142857142857
"1870",244,"d244_36","11005",1
"1871",244,"d244_36","11006",1
"1872",244,"d244_36","11007",1
"1873",244,"d244_36","11009",1
"1874",244,"d244_36","14026",1
"1875",244,"d244_36","14027",0.285714285714286
"1876",244,"d244_36","6007",0.714285714285714
"1877",244,"d244_36","9006",0.285714285714286
"1878",244,"d244_36","9010",0.714285714285714
"1879",244,"d244_36","11002",0.142857142857143
"1880",244,"d244_36","2002.5",0.142857142857143
"1881",244,"d244_36","2012",0.142857142857143
"1882",246,"d246_2","Alloclinus holderi",0.111111111111111
"1883",246,"d246_2","Artedius corallinus",0.777777777777778
"1884",246,"d246_2","Atherinops affinis",0.333333333333333
"1885",246,"d246_2","Aulorhynchus flavidus",0.777777777777778
"1886",246,"d246_2","Bathymasteridae spp.",0.333333333333333
"1887",246,"d246_2","Chromis punctipinnis",0.888888888888889
"1888",246,"d246_2","Coryphopterus nicholsi",1
"1889",246,"d246_2","Cottidae spp.",0.222222222222222
"1890",246,"d246_2","Embiotoca jacksoni",1
"1891",246,"d246_2","Embiotoca lateralis",1
"1892",246,"d246_2","Gibbonsia spp.",0.555555555555556
"1893",246,"d246_2","Heterostichus rostratus",0.111111111111111
"1894",246,"d246_2","Hypsurus caryi",0.444444444444444
"1895",246,"d246_2","Ophiodon elongatus",0.888888888888889
"1896",246,"d246_2","Orthonopias triacis",1
"1897",246,"d246_2","Oxyjulis californica",0.777777777777778
"1898",246,"d246_2","Oxylebius pictus",1
"1899",246,"d246_2","Phanerodon furcatus",0.111111111111111
"1900",246,"d246_2","Rathbunella hypoplecta",0.333333333333333
"1901",246,"d246_2","Rhacochilus toxotes",0.444444444444444
"1902",246,"d246_2","Rhacochilus vacca",0.888888888888889
"1903",246,"d246_2","Scorpaenichthys marmoratus",1
"1904",246,"d246_2","Sebastes atrovirens",1
"1905",246,"d246_2","Sebastes atrovirens/carnatus/caurinus/chrysomelas",0.777777777777778
"1906",246,"d246_2","Sebastes carnatus",0.555555555555556
"1907",246,"d246_2","Sebastes caurinus",1
"1908",246,"d246_2","Sebastes chrysomelas",0.888888888888889
"1909",246,"d246_2","Sebastes melanops",0.333333333333333
"1910",246,"d246_2","Sebastes mystinus",1
"1911",246,"d246_2","Sebastes paucispinis",0.333333333333333
"1912",246,"d246_2","Sebastes serranoides",1
"1913",246,"d246_2","Sebastes serranoides/flavidus",0.555555555555556
"1914",246,"d246_2","Sebastes serriceps",0.888888888888889
"1915",246,"d246_2","Semicossyphus pulcher",1
"1916",246,"d246_2","Brachyistius frenatus",0.555555555555556
"1917",246,"d246_2","Caulolatilus princeps",0.111111111111111
"1918",246,"d246_2","Trachurus symmetricus",0.111111111111111
"1919",246,"d246_2","Sebastes miniatus",0.333333333333333
"1920",246,"d246_2","Sebastes rastrelliger",0.111111111111111
"1921",246,"d246_2","Sebastes chrysomelas/carnatus",0.222222222222222
"1922",246,"d246_2","Neoclinus spp.",0.222222222222222
"1923",246,"d246_2","Sebastes spp.",0.222222222222222
"1924",246,"d246_4","Alloclinus holderi",0.111111111111111
"1925",246,"d246_4","Artedius corallinus",0.666666666666667
"1926",246,"d246_4","Caulolatilus princeps",0.888888888888889
"1927",246,"d246_4","Cephaloscyllium ventriosum",0.222222222222222
"1928",246,"d246_4","Chromis punctipinnis",1
"1929",246,"d246_4","Coryphopterus nicholsi",1
"1930",246,"d246_4","Embiotoca jacksoni",1
"1931",246,"d246_4","Embiotoca lateralis",1
"1932",246,"d246_4","Girella nigricans",1
"1933",246,"d246_4","Hypsurus caryi",0.888888888888889
"1934",246,"d246_4","Medialuna californiensis",0.666666666666667
"1935",246,"d246_4","Myliobatis californica",0.333333333333333
"1936",246,"d246_4","Ophiodon elongatus",0.666666666666667
"1937",246,"d246_4","Orthonopias triacis",0.666666666666667
"1938",246,"d246_4","Oxyjulis californica",1
"1939",246,"d246_4","Oxylebius pictus",1
"1940",246,"d246_4","Paralabrax clathratus",0.888888888888889
"1941",246,"d246_4","Rhacochilus toxotes",1
"1942",246,"d246_4","Rhacochilus vacca",1
"1943",246,"d246_4","Scorpaenichthys marmoratus",0.555555555555556
"1944",246,"d246_4","Sebastes atrovirens",1
"1945",246,"d246_4","Sebastes atrovirens/carnatus/caurinus/chrysomelas",0.777777777777778
"1946",246,"d246_4","Sebastes chrysomelas",1
"1947",246,"d246_4","Sebastes mystinus",1
"1948",246,"d246_4","Sebastes serranoides",1
"1949",246,"d246_4","Sebastes serranoides/flavidus",0.555555555555556
"1950",246,"d246_4","Sebastes serriceps",1
"1951",246,"d246_4","Semicossyphus pulcher",1
"1952",246,"d246_4","Atherinops affinis",0.555555555555556
"1953",246,"d246_4","Brachyistius frenatus",0.777777777777778
"1954",246,"d246_4","Phanerodon furcatus",0.222222222222222
"1955",246,"d246_4","Sebastes carnatus",0.777777777777778
"1956",246,"d246_4","Trachurus symmetricus",0.333333333333333
"1957",246,"d246_4","Gibbonsia elegans",0.111111111111111
"1958",246,"d246_4","Sebastes caurinus",0.555555555555556
"1959",246,"d246_4","Sebastes miniatus",0.222222222222222
"1960",246,"d246_4","Sebastes paucispinis",0.333333333333333
"1961",246,"d246_4","Gibbonsia spp.",0.333333333333333
"1962",246,"d246_4","Heterostichus rostratus",0.111111111111111
"1963",246,"d246_4","Pleuronichthys coenosus",0.111111111111111
"1964",246,"d246_4","Sebastes saxicola",0.111111111111111
"1965",246,"d246_4","Sebastes semicinctus",0.111111111111111
"1966",246,"d246_4","Sebastes spp.",0.111111111111111
"1967",246,"d246_4","Aulorhynchus flavidus",0.111111111111111
"1968",246,"d246_4","Sebastes melanops",0.111111111111111
"1969",246,"d246_8","Alloclinus holderi",0.666666666666667
"1970",246,"d246_8","Caulolatilus princeps",0.555555555555556
"1971",246,"d246_8","Chromis punctipinnis",1
"1972",246,"d246_8","Coryphopterus nicholsi",1
"1973",246,"d246_8","Embiotoca jacksoni",1
"1974",246,"d246_8","Girella nigricans",0.777777777777778
"1975",246,"d246_8","Gymnothorax mordax",0.222222222222222
"1976",246,"d246_8","Halichoeres semicinctus",1
"1977",246,"d246_8","Hypsypops rubicundus",1
"1978",246,"d246_8","Lythrypnus zebra",0.666666666666667
"1979",246,"d246_8","Neoclinus spp.",0.666666666666667
"1980",246,"d246_8","Oxyjulis californica",1
"1981",246,"d246_8","Oxylebius pictus",1
"1982",246,"d246_8","Paralabrax clathratus",1
"1983",246,"d246_8","Rhacochilus toxotes",0.888888888888889
"1984",246,"d246_8","Rhacochilus vacca",1
"1985",246,"d246_8","Scorpaena guttata",0.444444444444444
"1986",246,"d246_8","Scorpaenichthys marmoratus",0.555555555555556
"1987",246,"d246_8","Sebastes atrovirens",1
"1988",246,"d246_8","Sebastes atrovirens/carnatus/caurinus/chrysomelas",0.444444444444444
"1989",246,"d246_8","Sebastes serriceps",0.888888888888889
"1990",246,"d246_8","Semicossyphus pulcher",0.888888888888889
"1991",246,"d246_8","Cephaloscyllium ventriosum",0.333333333333333
"1992",246,"d246_8","Cheilotrema saturnum",0.222222222222222
"1993",246,"d246_8","Cottidae spp.",0.111111111111111
"1994",246,"d246_8","Embiotoca lateralis",0.111111111111111
"1995",246,"d246_8","Lythrypnus dalli",0.888888888888889
"1996",246,"d246_8","Medialuna californiensis",0.777777777777778
"1997",246,"d246_8","Myliobatis californica",0.444444444444444
"1998",246,"d246_8","Neoclinus stephensae",0.333333333333333
"1999",246,"d246_8","Pleuronichthys coenosus",0.333333333333333
"2000",246,"d246_8","Neoclinus uninotatus",0.222222222222222
"2001",246,"d246_8","Gibbonsia spp.",0.111111111111111
"2002",246,"d246_8","Orthonopias triacis",0.444444444444444
"2003",246,"d246_8","Sebastes auriculatus",0.333333333333333
"2004",246,"d246_8","Sebastes carnatus",0.111111111111111
"2005",246,"d246_8","Balistes polylepis",0.222222222222222
"2006",246,"d246_8","Phanerodon furcatus",0.222222222222222
"2007",246,"d246_8","Sardinops sagax",0.111111111111111
"2008",246,"d246_8","Sebastes chrysomelas",0.222222222222222
"2009",246,"d246_8","Sebastes serranoides",0.444444444444444
"2010",246,"d246_8","Brachyistius frenatus",0.222222222222222
"2011",246,"d246_8","Cymatogaster aggregata",0.111111111111111
"2012",246,"d246_8","Heterostichus rostratus",0.111111111111111
"2013",246,"d246_8","Sebastes caurinus",0.222222222222222
"2014",246,"d246_8","Sebastes paucispinis",0.222222222222222
"2015",246,"d246_8","Sebastes serranoides/flavidus",0.222222222222222
"2016",246,"d246_8","Atherinops affinis",0.111111111111111
"2017",246,"d246_8","Sebastes chrysomelas/carnatus",0.222222222222222
"2018",246,"d246_8","Sebastes mystinus",0.111111111111111
"2019",246,"d246_8","Sebastes auriculatus ",0.111111111111111
"2020",246,"d246_9","Alloclinus holderi",0.888888888888889
"2021",246,"d246_9","Artedius corallinus",0.444444444444444
"2022",246,"d246_9","Atherinops affinis",0.111111111111111
"2023",246,"d246_9","Chromis punctipinnis",1
"2024",246,"d246_9","Coryphopterus nicholsi",1
"2025",246,"d246_9","Embiotoca jacksoni",1
"2026",246,"d246_9","Girella nigricans",1
"2027",246,"d246_9","Halichoeres semicinctus",1
