"datasetID","site","species","year","count"
127,"d127_USA_Atlantic_26_34.28_-76.8","Stenotomus_chrysops",1980,1
127,"d127_USA_Atlantic_27_34.29_-76.85","Mycteroperca_microlepis",1980,1
127,"d127_USA_Atlantic_27_34.29_-76.85","Pagrus_pagrus",1980,1
127,"d127_USA_Atlantic_28_32.23_-79.71","Balistes_capriscus",1980,1
127,"d127_USA_Atlantic_28_32.23_-79.71","Haemulon_aurolineatum",1980,1
127,"d127_USA_Atlantic_28_32.23_-79.71","Lagodon_rhomboides",1980,1
127,"d127_USA_Atlantic_28_32.24_-79.72","Pagrus_pagrus",1980,1
127,"d127_USA_Atlantic_32_33.8_-77.26","Stenotomus_chrysops",1980,1
127,"d127_USA_Atlantic_16_32.5_-79.7","Haemulon_aurolineatum",1981,1
127,"d127_USA_Atlantic_18_32.51_-79.7","Sphoeroides_maculatus",1981,1
127,"d127_USA_Atlantic_23_33.49_-78.25","Stephanolepis_hispidus",1981,1
127,"d127_USA_Atlantic_24_33.28_-78.45","Centropristis_ocyurus",1981,1
127,"d127_USA_Atlantic_24_33.28_-78.45","Diplectrum_formosum",1981,1
127,"d127_USA_Atlantic_24_33.28_-78.45","Lagodon_rhomboides",1981,1
127,"d127_USA_Atlantic_24_33.28_-78.45","Sphoeroides_maculatus",1981,1
127,"d127_USA_Atlantic_25_33.28_-78.45","Haemulon_plumieri",1981,1
127,"d127_USA_Atlantic_25_33.29_-78.45","Calamus_leucosteus",1981,1
127,"d127_USA_Atlantic_25_33.29_-78.45","Haemulon_plumieri",1981,1
127,"d127_USA_Atlantic_26_32.26_-79.68","Centropristis_ocyurus",1981,1
127,"d127_USA_Atlantic_27_31.67_-80.34","Balistes_capriscus",1981,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Caranx_crysos",1981,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Mycteroperca_microlepis",1981,1
127,"d127_USA_Atlantic_27_32.25_-79.7","Diplectrum_formosum",1981,1
127,"d127_USA_Atlantic_27_32.25_-79.7","Haemulon_aurolineatum",1981,1
127,"d127_USA_Atlantic_27_32.25_-79.7","Opsanus_pardus",1981,1
127,"d127_USA_Atlantic_27_34.27_-76.83","Gymnothorax_saxicola",1981,1
127,"d127_USA_Atlantic_27_34.27_-76.83","Haemulon_plumieri",1981,1
127,"d127_USA_Atlantic_27_34.27_-76.83","Sphoeroides_maculatus",1981,1
127,"d127_USA_Atlantic_27_34.27_-76.84","Mycteroperca_microlepis",1981,1
127,"d127_USA_Atlantic_27_34.28_-76.83","Gymnothorax_saxicola",1981,1
127,"d127_USA_Atlantic_27_34.28_-76.83","Stephanolepis_hispidus",1981,1
127,"d127_USA_Atlantic_28_31.68_-80.33","Diplectrum_formosum",1981,1
127,"d127_USA_Atlantic_28_32.26_-79.68","Stenotomus_chrysops",1981,1
127,"d127_USA_Atlantic_28_34.27_-76.81","Haemulon_plumieri",1981,1
127,"d127_USA_Atlantic_29_33.74_-77.28","Muraena_retifera",1981,1
127,"d127_USA_Atlantic_30_33.72_-77.26","Balistes_capriscus",1981,1
127,"d127_USA_Atlantic_30_33.72_-77.26","Calamus_nodosus",1981,1
127,"d127_USA_Atlantic_30_33.72_-77.26","Sphoeroides_maculatus",1981,1
127,"d127_USA_Atlantic_30_33.72_-77.26","Stenotomus_chrysops",1981,1
127,"d127_USA_Atlantic_30_33.73_-77.28","Mycteroperca_microlepis",1981,1
127,"d127_USA_Atlantic_32_32.58_-79.15","Stenotomus_chrysops",1981,1
127,"d127_USA_Atlantic_32_32.78_-78.64","Stephanolepis_hispidus",1981,1
127,"d127_USA_Atlantic_33_32.78_-78.64","Rhomboplites_aurorubens",1981,1
127,"d127_USA_Atlantic_34_32.58_-79.14","Calamus_leucosteus",1981,1
127,"d127_USA_Atlantic_34_32.58_-79.14","Pagrus_pagrus",1981,1
127,"d127_USA_Atlantic_41_32.34_-79.21","Centropristis_ocyurus",1981,1
127,"d127_USA_Atlantic_43_32.41_-78.99","Pagrus_pagrus",1981,1
127,"d127_USA_Atlantic_17_32.5_-79.7","Opsanus_pardus",1982,1
127,"d127_USA_Atlantic_23_33.29_-78.45","Calamus_leucosteus",1982,1
127,"d127_USA_Atlantic_23_33.29_-78.45","Centropristis_ocyurus",1982,1
127,"d127_USA_Atlantic_23_33.29_-78.45","Haemulon_plumieri",1982,1
127,"d127_USA_Atlantic_26_33.47_-78.24","Gymnothorax_saxicola",1982,1
127,"d127_USA_Atlantic_26_33.47_-78.24","Mycteroperca_microlepis",1982,1
127,"d127_USA_Atlantic_26_33.47_-78.24","Mycteroperca_phenax",1982,1
127,"d127_USA_Atlantic_26_33.48_-78.24","Centropristis_ocyurus",1982,1
127,"d127_USA_Atlantic_26_33.48_-78.24","Orthopristis_chrysoptera",1982,1
127,"d127_USA_Atlantic_27_31.68_-80.32","Stephanolepis_hispidus",1982,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Centropristis_ocyurus",1982,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Pagrus_pagrus",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Centropristis_ocyurus",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Gymnothorax_saxicola",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Haemulon_plumieri",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Lagodon_rhomboides",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Muraena_retifera",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Mycteroperca_microlepis",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.69","Opsanus_pardus",1982,1
127,"d127_USA_Atlantic_27_32.23_-79.7","Gymnothorax_saxicola",1982,1
127,"d127_USA_Atlantic_33_32.58_-79.15","Rhomboplites_aurorubens",1982,1
127,"d127_USA_Atlantic_33_32.78_-78.64","Diplectrum_formosum",1982,1
127,"d127_USA_Atlantic_33_32.78_-78.64","Gymnothorax_saxicola",1982,1
127,"d127_USA_Atlantic_33_32.78_-78.64","Stephanolepis_hispidus",1982,1
127,"d127_USA_Atlantic_33_32.8_-78.63","Diplectrum_formosum",1982,1
127,"d127_USA_Atlantic_33_32.8_-78.63","Haemulon_plumieri",1982,1
127,"d127_USA_Atlantic_42_32.33_-79.21","Lutjanus_campechanus",1982,1
127,"d127_USA_Atlantic_42_32.33_-79.21","Ptereleotris_calliura",1982,1
127,"d127_USA_Atlantic_42_32.33_-79.21","Trachinocephalus_myops",1982,1
127,"d127_USA_Atlantic_42_32.34_-79.21","Rhomboplites_aurorubens",1982,1
127,"d127_USA_Atlantic_42_32.34_-79.21","Stephanolepis_hispidus",1982,1
127,"d127_USA_Atlantic_43_32.33_-79.21","Rhomboplites_aurorubens",1982,1
127,"d127_USA_Atlantic_49_32.51_-78.82","Diplectrum_formosum",1982,1
127,"d127_USA_Atlantic_49_32.51_-78.82","Epinephelus_drummondhayi",1982,1
127,"d127_USA_Atlantic_20_33.8_-77.64","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_20_33.8_-77.64","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_22_33.79_-77.62","Haemulon_plumieri",1983,1
127,"d127_USA_Atlantic_22_33.79_-77.62","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_23_33.28_-78.45","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_23_33.28_-78.45","Haemulon_aurolineatum",1983,1
127,"d127_USA_Atlantic_23_33.28_-78.45","Lagodon_rhomboides",1983,1
127,"d127_USA_Atlantic_24_33.27_-78.44","Gymnothorax_saxicola",1983,1
127,"d127_USA_Atlantic_24_33.27_-78.44","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_24_33.28_-78.43","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_24_33.28_-78.43","Diplodus_holbrookii",1983,1
127,"d127_USA_Atlantic_24_33.28_-78.44","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_24_33.28_-78.44","Diplodus_holbrookii",1983,1
127,"d127_USA_Atlantic_24_34.32_-76.87","Gymnothorax_saxicola",1983,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Centropristis_ocyurus",1983,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Haemulon_plumieri",1983,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Sphoeroides_maculatus",1983,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Stenotomus_chrysops",1983,1
127,"d127_USA_Atlantic_25_33.27_-78.45","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Centropristis_philadelphica",1983,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Gymnothorax_saxicola",1983,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Lutjanus_campechanus",1983,1
127,"d127_USA_Atlantic_29_32.22_-79.7","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_29_32.23_-79.69","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_29_32.23_-79.69","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_29_32.23_-79.7","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_29_32.23_-79.7","Gymnothorax_saxicola",1983,1
127,"d127_USA_Atlantic_29_32.24_-79.69","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_29_32.24_-79.69","Stenotomus_chrysops",1983,1
127,"d127_USA_Atlantic_29_32.24_-79.69","Stephanolepis_hispidus",1983,1
127,"d127_USA_Atlantic_33_32.78_-78.64","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_33_32.79_-78.63","Haemulon_plumieri",1983,1
127,"d127_USA_Atlantic_40_32.34_-79.21","Sphoeroides_maculatus",1983,1
127,"d127_USA_Atlantic_42_32.33_-79.21","Gymnothorax_saxicola",1983,1
127,"d127_USA_Atlantic_42_32.33_-79.21","Lagodon_rhomboides",1983,1
127,"d127_USA_Atlantic_42_32.33_-79.2","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_42_32.33_-79.2","Diplectrum_formosum",1983,1
127,"d127_USA_Atlantic_44_32.42_-78.97","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_44_32.43_-78.95","Mycteroperca_phenax",1983,1
127,"d127_USA_Atlantic_44_32.43_-78.96","Epinephelus_drummondhayi",1983,1
127,"d127_USA_Atlantic_44_32.43_-78.96","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_46_32.42_-78.97","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_46_32.43_-78.96","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_46_32.43_-78.96","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_46_32.44_-78.95","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_46_32.84_-78.26","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_46_32.84_-78.26","Haemulon_plumieri",1983,1
127,"d127_USA_Atlantic_46_32.84_-78.26","Mycteroperca_phenax",1983,1
127,"d127_USA_Atlantic_46_32.84_-78.26","Paranthias_furcifer",1983,1
127,"d127_USA_Atlantic_48_32.34_-79.04","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_48_32.34_-79.04","Centropristis_ocyurus",1983,1
127,"d127_USA_Atlantic_48_32.34_-79.04","Rhomboplites_aurorubens",1983,1
127,"d127_USA_Atlantic_48_32.35_-79.04","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_48_32.35_-79.04","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_48_32.35_-79.04","Epinephelus_drummondhayi",1983,1
127,"d127_USA_Atlantic_48_32.35_-79.04","Serranus_phoebe",1983,1
127,"d127_USA_Atlantic_48_32.42_-78.97","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_48_32.42_-78.97","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_48_32.43_-78.95","Epinephelus_drummondhayi",1983,1
127,"d127_USA_Atlantic_48_32.83_-78.26","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_48_32.83_-78.26","Haemulon_plumieri",1983,1
127,"d127_USA_Atlantic_48_32.84_-78.27","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_48_32.84_-78.27","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_48_32.84_-78.27","Paranthias_furcifer",1983,1
127,"d127_USA_Atlantic_48_32.85_-78.26","Serranus_phoebe",1983,1
127,"d127_USA_Atlantic_49_32.34_-79.04","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_49_32.35_-79.04","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_49_32.44_-78.94","Mycteroperca_phenax",1983,1
127,"d127_USA_Atlantic_49_32.44_-78.94","Rhomboplites_aurorubens",1983,1
127,"d127_USA_Atlantic_49_32.44_-78.95","Rhomboplites_aurorubens",1983,1
127,"d127_USA_Atlantic_49_32.45_-78.94","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_49_32.84_-78.26","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_51_32.34_-79.04","Serranus_phoebe",1983,1
127,"d127_USA_Atlantic_51_32.35_-79.04","Balistes_capriscus",1983,1
127,"d127_USA_Atlantic_51_32.35_-79.04","Calamus_nodosus",1983,1
127,"d127_USA_Atlantic_51_32.35_-79.04","Epinephelus_drummondhayi",1983,1
127,"d127_USA_Atlantic_51_32.83_-78.26","Epinephelus_drummondhayi",1983,1
127,"d127_USA_Atlantic_51_32.83_-78.26","Haemulon_striatum",1983,1
127,"d127_USA_Atlantic_71_32.08_-79.24","Epinephelus_niveatus",1983,1
127,"d127_USA_Atlantic_71_32.09_-79.23","Pagrus_pagrus",1983,1
127,"d127_USA_Atlantic_73_32.07_-79.24","Muraena_retifera",1983,1
127,"d127_USA_Atlantic_15_32.5_-79.7","Diplectrum_formosum",1984,1
127,"d127_USA_Atlantic_15_32.5_-79.7","Lagodon_rhomboides",1984,1
127,"d127_USA_Atlantic_15_32.5_-79.7","Stephanolepis_hispidus",1984,1
127,"d127_USA_Atlantic_16_32.5_-79.69","Sphoeroides_maculatus",1984,1
127,"d127_USA_Atlantic_16_32.5_-79.7","Diplectrum_formosum",1984,1
127,"d127_USA_Atlantic_16_34.38_-76.55","Diplectrum_formosum",1984,1
127,"d127_USA_Atlantic_16_34.38_-76.57","Balistes_capriscus",1984,1
127,"d127_USA_Atlantic_16_34.38_-76.57","Stephanolepis_hispidus",1984,1
127,"d127_USA_Atlantic_22_33.47_-78.25","Centropristis_philadelphica",1984,1
127,"d127_USA_Atlantic_22_33.47_-78.25","Gymnothorax_saxicola",1984,1
127,"d127_USA_Atlantic_22_33.47_-78.25","Stephanolepis_hispidus",1984,1
127,"d127_USA_Atlantic_24_32.28_-79.71","Pagrus_pagrus",1984,1
127,"d127_USA_Atlantic_24_32.28_-79.71","Stenotomus_chrysops",1984,1
127,"d127_USA_Atlantic_24_32.28_-79.72","Stenotomus_chrysops",1984,1
127,"d127_USA_Atlantic_24_32.28_-79.72","Stephanolepis_hispidus",1984,1
127,"d127_USA_Atlantic_24_33.26_-78.43","Antennarius_ocellatus",1984,1
127,"d127_USA_Atlantic_24_33.26_-78.43","Centropristis_ocyurus",1984,1
127,"d127_USA_Atlantic_24_33.26_-78.43","Diplectrum_formosum",1984,1
127,"d127_USA_Atlantic_24_33.26_-78.43","Sphoeroides_maculatus",1984,1
127,"d127_USA_Atlantic_24_33.27_-78.44","Calamus_leucosteus",1984,1
127,"d127_USA_Atlantic_24_34.3_-76.88","Centropristis_ocyurus",1984,1
127,"d127_USA_Atlantic_24_34.31_-76.88","Pagrus_pagrus",1984,1
127,"d127_USA_Atlantic_24_34.32_-76.87","Calamus_leucosteus",1984,1
127,"d127_USA_Atlantic_24_34.32_-76.87","Haemulon_plumieri",1984,1
127,"d127_USA_Atlantic_24_34.32_-76.87","Pagrus_pagrus",1984,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Calamus_leucosteus",1984,1
127,"d127_USA_Atlantic_24_34.32_-76.88","Haemulon_plumieri",1984,1
127,"d127_USA_Atlantic_25_32.28_-79.71","Centropristis_ocyurus",1984,1
127,"d127_USA_Atlantic_25_32.28_-79.72","Haemulon_plumieri",1984,1
127,"d127_USA_Atlantic_26_32.24_-79.71","Haemulon_aurolineatum",1984,1
127,"d127_USA_Atlantic_26_32.24_-79.71","Stenotomus_chrysops",1984,1
127,"d127_USA_Atlantic_26_32.25_-79.7","Balistes_capriscus",1984,1
127,"d127_USA_Atlantic_26_32.25_-79.7","Stephanolepis_hispidus",1984,1
127,"d127_USA_Atlantic_26_33.26_-78.44","Gymnothorax_saxicola",1984,1
127,"d127_USA_Atlantic_26_33.27_-78.43","Opsanus_pardus",1984,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Balistes_capriscus",1984,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Haemulon_striatum",1984,1
127,"d127_USA_Atlantic_27_31.68_-80.33","Rypticus_saponaceus",1984,1
127,"d127_USA_Atlantic_27_32.24_-79.71","Centropristis_ocyurus",1984,1
127,"d127_USA_Atlantic_27_32.24_-79.71","Opsanus_pardus",1984,1
127,"d127_USA_Atlantic_27_32.24_-79.71","Stenotomus_chrysops",1984,1
127,"d127_USA_Atlantic_31_32.78_-78.78","Haemulon_aurolineatum",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.64","Calamus_nodosus",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.64","Rhomboplites_aurorubens",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.64","Stenotomus_chrysops",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.78","Gymnothorax_saxicola",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.78","Haemulon_plumieri",1984,1
127,"d127_USA_Atlantic_31_32.79_-78.78","Mycteroperca_phenax",1984,1
